City,Category,Business,Demand,Competition,Investment
Dhanbad,Fitness,Yoga Studio,61,64,700000
Srinagar,Tech,Software Startup,76,74,4500000
Ludhiana,Tourism,Guest House,55,41,2900000
Mumbai,Healthcare,Pharmacy,75,46,1200000
Pune,Tech,Mobile Repair,78,64,3900000
Chennai,Retail,Clothing Boutique,69,75,1700000
Nashik,Food,Cafe,98,27,4700000
Jodhpur,Food,Cafe,88,40,4600000
Jaipur,Education,Tuition Center,58,43,4100000
Jaipur,Food,Restaurant,70,70,4300000
Meerut,Tourism,Travel Agency,60,65,2300000
Visakhapatnam,Tourism,Guest House,94,20,4400000
Bhopal,Fitness,Gym,94,31,3700000
Gwalior,Tourism,Guest House,54,27,2900000
Varanasi,Tourism,Guest House,94,66,2700000
Delhi,Fitness,Yoga Studio,67,21,800000
Indore,Tourism,Guest House,86,38,3200000
Faridabad,Food,Cloud Kitchen,61,77,1900000
Ranchi,Tech,Electronics Store,78,60,1400000
Nagpur,Retail,Clothing Boutique,59,33,2200000
Hyderabad,Food,Cloud Kitchen,88,47,700000
Navi Mumbai,Retail,Clothing Boutique,51,48,4200000
Vijayawada,Education,Coaching Institute,66,60,1600000
Lucknow,Food,Bakery,94,34,3000000
Guwahati,Education,Tuition Center,80,44,2700000
Gwalior,Education,Tuition Center,92,37,4000000
Aurangabad,Tourism,Travel Agency,87,77,3400000
Visakhapatnam,Tech,Electronics Store,52,47,4800000
Guwahati,Tourism,Tour Guide Service,89,30,3600000
Indore,Food,Cafe,85,79,3700000
Agra,Tech,Mobile Repair,56,23,4100000
Kota,Food,Bakery,69,38,3300000
Agra,Tech,Electronics Store,92,66,3500000
Coimbatore,Retail,Clothing Boutique,98,57,900000
Agra,Fitness,Yoga Studio,50,50,800000
Ahmedabad,Tech,Mobile Repair,79,75,2800000
Ludhiana,Retail,Clothing Boutique,53,45,3100000
Kolkata,Retail,Bookstore,91,70,1000000
Ranchi,Tourism,Travel Agency,79,61,4100000
Vijayawada,Healthcare,Pharmacy,86,54,2700000
Visakhapatnam,Tech,Mobile Repair,98,48,1700000
Kalyan,Education,Tuition Center,94,51,2600000
Nashik,Healthcare,Clinic,98,32,3800000
Ahmedabad,Healthcare,Diagnostic Center,72,70,700000
Lucknow,Healthcare,Diagnostic Center,98,40,5000000
Dhanbad,Healthcare,Diagnostic Center,88,23,500000
Rajkot,Healthcare,Diagnostic Center,62,66,3800000
Ghaziabad,Retail,Clothing Boutique,66,54,2200000
Vasai,Food,Restaurant,68,56,4300000
Thane,Fitness,Gym,66,56,4000000
Guwahati,Tourism,Tour Guide Service,83,30,4900000
Patna,Education,Tuition Center,60,58,3200000
Delhi,Fitness,Gym,95,77,1600000
Tiruchirappalli,Retail,Bookstore,75,67,4800000
Vadodara,Education,Online Course,85,57,1500000
Chennai,Tourism,Tour Guide Service,76,30,2100000
Madurai,Education,Online Course,67,47,800000
Jabalpur,Retail,Bookstore,58,27,4900000
Visakhapatnam,Food,Cloud Kitchen,81,27,2300000
Lucknow,Retail,Bookstore,54,32,5000000
Kolkata,Tourism,Guest House,81,41,3300000
Mumbai,Retail,Grocery Store,59,61,2500000
Nagpur,Tech,Mobile Repair,73,54,3400000
Hubli,Tourism,Tour Guide Service,68,69,1200000
Mysore,Tourism,Guest House,56,22,500000
Nagpur,Healthcare,Clinic,64,56,1700000
Ranchi,Healthcare,Clinic,50,55,3900000
Vasai,Tourism,Travel Agency,83,65,1800000
Bhopal,Education,Online Course,87,30,3900000
Faridabad,Education,Tuition Center,94,51,3800000
Mumbai,Retail,Bookstore,87,35,600000
Delhi,Tourism,Guest House,91,79,2000000
Vadodara,Tech,Software Startup,75,32,3500000
Kolkata,Tourism,Tour Guide Service,57,42,1800000
Ahmedabad,Tourism,Tour Guide Service,78,58,4300000
Kolkata,Food,Cafe,62,40,2300000
Nagpur,Food,Cloud Kitchen,71,50,2100000
Navi Mumbai,Education,Coaching Institute,59,55,1200000
Faridabad,Fitness,Yoga Studio,63,69,3200000
Kolkata,Healthcare,Diagnostic Center,71,49,800000
Hyderabad,Tourism,Guest House,61,74,3500000
Jaipur,Tech,Software Startup,60,60,1600000
Thane,Food,Bakery,98,77,3300000
Delhi,Education,Coaching Institute,66,42,2800000
Vijayawada,Food,Cafe,54,63,3300000
Chandigarh,Food,Cloud Kitchen,92,38,1300000
Jodhpur,Fitness,Yoga Studio,64,70,1700000
Bhopal,Education,Online Course,86,36,2700000
Ghaziabad,Food,Restaurant,76,44,1400000
Hyderabad,Healthcare,Clinic,92,32,4100000
Hubli,Fitness,Dance Studio,66,23,2900000
Lucknow,Healthcare,Diagnostic Center,68,31,4100000
Delhi,Healthcare,Pharmacy,97,58,3200000
Madurai,Retail,Bookstore,97,37,1800000
Howrah,Food,Restaurant,56,60,1700000
Bhopal,Healthcare,Diagnostic Center,51,35,1300000
Srinagar,Retail,Grocery Store,71,52,4000000
Dhanbad,Healthcare,Clinic,83,28,2800000
Chandigarh,Fitness,Yoga Studio,52,47,1000000
Srinagar,Healthcare,Pharmacy,50,55,2500000
Jaipur,Retail,Clothing Boutique,98,73,1400000
Nashik,Tourism,Travel Agency,59,65,1700000
Indore,Tech,Software Startup,66,55,1800000
Bhopal,Food,Bakery,96,57,2100000
Guwahati,Fitness,Gym,92,44,4000000
Delhi,Tech,Software Startup,50,39,3200000
Pune,Food,Restaurant,77,77,1600000
Hyderabad,Healthcare,Pharmacy,96,49,4500000
Hyderabad,Education,Online Course,81,51,2900000
Howrah,Tech,Electronics Store,61,35,2000000
Lucknow,Fitness,Gym,56,55,1300000
Nashik,Food,Bakery,74,75,1200000
Kolkata,Retail,Bookstore,78,60,3300000
Pune,Fitness,Gym,64,79,2700000
Aurangabad,Fitness,Yoga Studio,89,28,900000
Agra,Fitness,Yoga Studio,60,34,3600000
Delhi,Food,Cloud Kitchen,75,63,1100000
Hyderabad,Tech,Mobile Repair,59,78,4900000
Jaipur,Healthcare,Clinic,57,59,800000
Indore,Fitness,Dance Studio,92,20,4200000
Jaipur,Fitness,Gym,96,50,4500000
Dhanbad,Tech,Mobile Repair,99,24,2400000
Varanasi,Retail,Grocery Store,82,69,4200000
Agra,Tourism,Travel Agency,70,65,900000
Vasai,Education,Coaching Institute,67,33,1400000
Chennai,Tourism,Guest House,52,49,1000000
Visakhapatnam,Fitness,Gym,92,63,3700000
Hyderabad,Retail,Clothing Boutique,99,30,3500000
Pune,Education,Tuition Center,65,23,3900000
Ghaziabad,Retail,Grocery Store,61,30,4100000
Visakhapatnam,Retail,Bookstore,87,73,2200000
Tiruchirappalli,Fitness,Dance Studio,78,78,3800000
Amritsar,Retail,Clothing Boutique,65,21,3800000
Ranchi,Healthcare,Pharmacy,57,49,3600000
Lucknow,Education,Tuition Center,92,58,2100000
Ahmedabad,Tech,Software Startup,78,41,4800000
Mumbai,Tech,Mobile Repair,77,47,4600000
Jabalpur,Healthcare,Pharmacy,89,21,1200000
Jabalpur,Education,Tuition Center,76,76,3300000
Vadodara,Healthcare,Clinic,59,55,1300000
Ahmedabad,Tourism,Tour Guide Service,83,70,500000
Delhi,Healthcare,Diagnostic Center,98,22,2400000
Bangalore,Education,Online Course,84,68,4300000
Meerut,Education,Tuition Center,67,64,3300000
Meerut,Retail,Grocery Store,53,20,500000
Chennai,Healthcare,Diagnostic Center,59,78,1500000
Ranchi,Healthcare,Pharmacy,50,36,2600000
Madurai,Healthcare,Clinic,78,23,900000
Navi Mumbai,Retail,Clothing Boutique,84,31,3000000
Vijayawada,Healthcare,Diagnostic Center,96,74,1100000
Jodhpur,Healthcare,Clinic,63,23,2700000
Vadodara,Tourism,Guest House,94,48,1200000
Chennai,Retail,Bookstore,95,47,5000000
Delhi,Fitness,Yoga Studio,64,54,4100000
Patna,Tourism,Tour Guide Service,89,80,4000000
Amritsar,Tech,Electronics Store,83,76,2700000
Delhi,Fitness,Dance Studio,94,24,3500000
Hyderabad,Education,Tuition Center,55,56,1400000
Chennai,Tourism,Guest House,70,80,2400000
Kolkata,Retail,Grocery Store,96,23,3200000
Lucknow,Retail,Bookstore,85,66,4500000
Jodhpur,Tourism,Guest House,99,49,4100000
Navi Mumbai,Retail,Bookstore,63,76,4000000
Mysore,Education,Tuition Center,70,27,2000000
Delhi,Tourism,Guest House,59,51,3800000
Coimbatore,Food,Cloud Kitchen,60,51,1400000
Vadodara,Food,Restaurant,97,71,2900000
Hyderabad,Healthcare,Pharmacy,98,20,2900000
Ahmedabad,Food,Cloud Kitchen,73,21,4400000
Chennai,Tourism,Tour Guide Service,55,20,2700000
Hyderabad,Healthcare,Pharmacy,66,53,4500000
Chennai,Healthcare,Pharmacy,55,39,700000
Bangalore,Food,Restaurant,97,66,4900000
Solapur,Food,Cloud Kitchen,52,45,1900000
Ludhiana,Fitness,Yoga Studio,98,38,4700000
Vijayawada,Education,Coaching Institute,82,33,3800000
Visakhapatnam,Fitness,Dance Studio,78,38,1000000
Nashik,Food,Restaurant,68,72,500000
Lucknow,Education,Tuition Center,97,54,2300000
Thane,Retail,Bookstore,59,44,2400000
Dhanbad,Fitness,Dance Studio,51,75,2600000
Aurangabad,Healthcare,Diagnostic Center,63,75,700000
Jodhpur,Tourism,Tour Guide Service,100,37,2000000
Ahmedabad,Food,Cloud Kitchen,61,72,1500000
Chennai,Fitness,Gym,55,52,900000
Allahabad,Education,Tuition Center,82,69,4500000
Dhanbad,Healthcare,Diagnostic Center,51,49,4300000
Solapur,Healthcare,Pharmacy,56,34,2700000
Chennai,Retail,Grocery Store,78,75,2400000
Jaipur,Tech,Electronics Store,59,60,1200000
Delhi,Healthcare,Pharmacy,66,21,1000000
Faridabad,Fitness,Yoga Studio,90,24,2200000
Amritsar,Food,Cloud Kitchen,76,68,1600000
Delhi,Retail,Grocery Store,83,44,3900000
Pune,Fitness,Yoga Studio,87,41,3000000
Kalyan,Tourism,Tour Guide Service,78,66,4200000
Delhi,Food,Cafe,69,63,2300000
Vasai,Tourism,Guest House,79,72,3800000
Amritsar,Education,Online Course,76,29,1300000
Navi Mumbai,Education,Tuition Center,85,78,600000
Madurai,Food,Bakery,75,44,1400000
Vasai,Retail,Grocery Store,100,67,2500000
Chennai,Education,Coaching Institute,79,44,4900000
Bhopal,Food,Cloud Kitchen,53,26,1300000
Visakhapatnam,Food,Cafe,85,28,4900000
Vasai,Education,Coaching Institute,66,29,3100000
Visakhapatnam,Retail,Bookstore,70,44,3200000
Madurai,Fitness,Gym,58,46,3000000
Mysore,Fitness,Gym,92,76,4500000
Pune,Fitness,Gym,89,58,2700000
Delhi,Fitness,Dance Studio,82,76,5000000
Jaipur,Tech,Electronics Store,99,22,3700000
Aurangabad,Tech,Software Startup,97,74,1400000
Raipur,Tourism,Tour Guide Service,85,78,1700000
Coimbatore,Retail,Grocery Store,87,20,3100000
Agra,Retail,Grocery Store,91,36,1300000
Chennai,Retail,Clothing Boutique,88,68,3200000
Guwahati,Healthcare,Clinic,67,75,2500000
Bhopal,Tech,Electronics Store,87,77,4400000
Visakhapatnam,Fitness,Dance Studio,86,34,3200000
Bhopal,Tourism,Guest House,60,77,1700000
Lucknow,Tourism,Travel Agency,92,73,2800000
Chandigarh,Tourism,Travel Agency,52,33,4200000
Srinagar,Food,Cafe,87,40,3300000
Delhi,Tech,Mobile Repair,99,26,700000
Gwalior,Fitness,Dance Studio,84,23,900000
Mumbai,Fitness,Dance Studio,91,42,2900000
Nagpur,Tourism,Guest House,73,44,4900000
Lucknow,Tourism,Travel Agency,85,65,4600000
Indore,Tech,Electronics Store,65,52,2500000
Kota,Education,Online Course,94,54,4300000
Chennai,Education,Tuition Center,91,42,2100000
Nagpur,Retail,Grocery Store,71,28,3300000
Patna,Tourism,Travel Agency,81,65,2700000
Visakhapatnam,Tourism,Travel Agency,51,56,1000000
Coimbatore,Education,Coaching Institute,82,49,2100000
Bhopal,Tech,Electronics Store,63,77,1400000
Varanasi,Retail,Grocery Store,58,61,3200000
Lucknow,Tourism,Tour Guide Service,96,73,2300000
Kanpur,Education,Online Course,58,66,3700000
Visakhapatnam,Retail,Bookstore,59,59,4600000
Ahmedabad,Tech,Software Startup,100,32,500000
Varanasi,Tourism,Travel Agency,97,68,3300000
Visakhapatnam,Tech,Mobile Repair,56,32,900000
Howrah,Retail,Bookstore,98,58,500000
Mumbai,Food,Bakery,74,78,700000
Faridabad,Healthcare,Diagnostic Center,81,45,2000000
Mumbai,Fitness,Gym,50,48,2600000
Jodhpur,Retail,Bookstore,90,26,1800000
Ludhiana,Retail,Grocery Store,90,64,1900000
Patna,Healthcare,Pharmacy,79,76,4400000
Mumbai,Tech,Software Startup,55,31,4400000
Hubli,Fitness,Gym,98,64,2200000
Indore,Healthcare,Pharmacy,64,39,3300000
Faridabad,Healthcare,Diagnostic Center,68,22,1800000
Indore,Retail,Bookstore,53,78,1500000
Srinagar,Retail,Bookstore,79,62,600000
Aurangabad,Food,Cloud Kitchen,77,50,3800000
Howrah,Tourism,Travel Agency,85,27,1300000
Rajkot,Healthcare,Clinic,88,51,2100000
Mumbai,Retail,Clothing Boutique,56,47,1300000
Nagpur,Education,Tuition Center,66,35,2700000
Kalyan,Healthcare,Pharmacy,85,61,4100000
Nashik,Education,Coaching Institute,61,61,1700000
Navi Mumbai,Retail,Clothing Boutique,89,64,600000
Bhopal,Fitness,Yoga Studio,93,30,1900000
Faridabad,Tech,Software Startup,99,31,3000000
Visakhapatnam,Education,Tuition Center,87,76,700000
Solapur,Education,Tuition Center,50,49,4900000
Vijayawada,Healthcare,Pharmacy,95,32,3100000
Kalyan,Education,Coaching Institute,88,72,1900000
Gwalior,Tourism,Tour Guide Service,55,43,2400000
Howrah,Fitness,Gym,77,27,500000
Patna,Education,Coaching Institute,70,51,3900000
Gwalior,Fitness,Yoga Studio,99,67,1000000
Visakhapatnam,Education,Online Course,89,48,1100000
Mysore,Education,Coaching Institute,51,27,1500000
Gwalior,Healthcare,Pharmacy,97,46,2400000
Kota,Healthcare,Diagnostic Center,76,51,1400000
Mumbai,Retail,Bookstore,80,34,2000000
Bhopal,Food,Bakery,60,78,2500000
Coimbatore,Retail,Grocery Store,97,72,3900000
Mumbai,Tourism,Guest House,73,69,3600000
Lucknow,Tourism,Tour Guide Service,92,77,3900000
Solapur,Healthcare,Clinic,59,38,2900000
Delhi,Healthcare,Diagnostic Center,68,62,600000
Navi Mumbai,Retail,Clothing Boutique,69,67,2300000
Madurai,Retail,Grocery Store,83,74,3200000
Agra,Retail,Clothing Boutique,100,40,1600000
Ghaziabad,Education,Tuition Center,91,39,4200000
Rajkot,Retail,Bookstore,67,46,2200000
Bangalore,Retail,Clothing Boutique,93,24,2700000
Amritsar,Tourism,Travel Agency,90,73,1400000
Faridabad,Food,Restaurant,56,23,500000
Chennai,Fitness,Yoga Studio,71,69,2100000
Vijayawada,Education,Coaching Institute,69,69,3700000
Kalyan,Retail,Bookstore,61,59,2400000
Hubli,Retail,Grocery Store,79,32,1700000
Rajkot,Food,Cafe,51,55,3000000
Allahabad,Fitness,Dance Studio,71,39,1200000
Delhi,Tech,Software Startup,66,39,2000000
Amritsar,Retail,Bookstore,65,64,3100000
Allahabad,Tourism,Travel Agency,84,70,2400000
Kolkata,Food,Bakery,80,74,1200000
Solapur,Healthcare,Pharmacy,95,39,4300000
Visakhapatnam,Fitness,Gym,66,61,3400000
Lucknow,Education,Online Course,83,69,1100000
Kolkata,Tech,Electronics Store,69,69,4200000
Solapur,Fitness,Dance Studio,86,39,700000
Mysore,Food,Restaurant,57,59,4800000
Jaipur,Retail,Grocery Store,57,48,3400000
Mumbai,Tech,Electronics Store,77,68,4000000
Aurangabad,Fitness,Gym,75,41,800000
Hyderabad,Education,Online Course,73,75,2700000
Bangalore,Tourism,Tour Guide Service,60,47,5000000
Jabalpur,Healthcare,Pharmacy,59,59,5000000
Lucknow,Fitness,Yoga Studio,72,36,500000
Patna,Tourism,Guest House,91,72,3800000
Patna,Healthcare,Clinic,97,37,1600000
Howrah,Tourism,Guest House,64,34,4300000
Faridabad,Food,Restaurant,69,45,3100000
Agra,Healthcare,Clinic,61,63,4200000
Vijayawada,Tourism,Travel Agency,84,67,2200000
Hyderabad,Tourism,Tour Guide Service,74,51,4400000
Chennai,Food,Cloud Kitchen,86,25,2300000
Allahabad,Fitness,Yoga Studio,63,50,800000
Tiruchirappalli,Food,Cloud Kitchen,81,78,4200000
Hyderabad,Fitness,Gym,79,22,3200000
Ghaziabad,Education,Coaching Institute,65,41,3600000
Chandigarh,Tourism,Guest House,55,33,3600000
Jabalpur,Retail,Bookstore,61,68,3500000
Meerut,Healthcare,Pharmacy,74,60,3500000
Kolkata,Tech,Electronics Store,71,23,1700000
Vasai,Tech,Software Startup,98,39,1700000
Kolkata,Fitness,Gym,50,34,1700000
Bangalore,Tech,Software Startup,76,64,2700000
Jaipur,Retail,Grocery Store,96,78,1700000
Patna,Food,Restaurant,74,80,2000000
Vasai,Education,Coaching Institute,66,49,4300000
Chandigarh,Tech,Mobile Repair,95,49,2200000
Ahmedabad,Healthcare,Pharmacy,70,67,2100000
Ludhiana,Fitness,Dance Studio,58,71,1400000
Howrah,Healthcare,Diagnostic Center,79,52,1300000
Vijayawada,Food,Restaurant,84,30,3800000
Kolkata,Tourism,Travel Agency,94,33,1200000
Jaipur,Education,Tuition Center,92,59,4600000
Thane,Retail,Bookstore,92,50,2100000
Kolkata,Tech,Mobile Repair,70,40,4400000
Chandigarh,Education,Coaching Institute,99,57,4100000
Ranchi,Retail,Grocery Store,57,60,3900000
Bhopal,Food,Cloud Kitchen,100,21,4400000
Chandigarh,Fitness,Dance Studio,66,25,2300000
Chennai,Fitness,Yoga Studio,87,74,4100000
Raipur,Fitness,Yoga Studio,75,68,4700000
Kanpur,Healthcare,Pharmacy,81,36,4500000
Nagpur,Fitness,Yoga Studio,68,77,3900000
Hyderabad,Retail,Clothing Boutique,91,37,4400000
Nashik,Fitness,Yoga Studio,53,57,4800000
Ahmedabad,Tourism,Tour Guide Service,73,74,1800000
Visakhapatnam,Tourism,Guest House,52,77,2800000
Vadodara,Tech,Mobile Repair,75,39,4400000
Meerut,Retail,Clothing Boutique,52,77,3100000
Delhi,Tourism,Tour Guide Service,61,60,4800000
Bhopal,Tech,Electronics Store,80,69,2400000
Ranchi,Fitness,Dance Studio,97,74,500000
Visakhapatnam,Tech,Software Startup,52,77,2500000
Visakhapatnam,Food,Restaurant,71,40,3700000
Bangalore,Healthcare,Diagnostic Center,95,71,1900000
Visakhapatnam,Healthcare,Clinic,54,25,4700000
Nagpur,Tourism,Tour Guide Service,53,46,2200000
Bangalore,Retail,Grocery Store,89,42,700000
Bhopal,Tech,Mobile Repair,98,27,1500000
Jabalpur,Healthcare,Pharmacy,94,72,4100000
Bangalore,Healthcare,Pharmacy,78,24,1300000
Kota,Tech,Mobile Repair,89,79,3400000
Madurai,Fitness,Dance Studio,75,32,1200000
Lucknow,Healthcare,Clinic,77,77,3400000
Pune,Tourism,Guest House,70,75,3800000
Delhi,Fitness,Gym,61,20,2600000
Kolkata,Tourism,Travel Agency,50,76,4600000
Nagpur,Healthcare,Diagnostic Center,66,41,4200000
Kota,Education,Online Course,66,36,3000000
Ahmedabad,Education,Tuition Center,97,33,4900000
Vijayawada,Education,Coaching Institute,96,27,1900000
Gwalior,Retail,Clothing Boutique,98,50,3900000
Mumbai,Healthcare,Pharmacy,98,42,2900000
Kalyan,Tourism,Travel Agency,75,39,1000000
Ahmedabad,Tech,Software Startup,53,36,1800000
Jodhpur,Tourism,Tour Guide Service,64,38,4700000
Delhi,Retail,Clothing Boutique,84,38,2400000
Faridabad,Tech,Mobile Repair,66,26,4700000
Hubli,Retail,Clothing Boutique,55,77,1800000
Jaipur,Tourism,Tour Guide Service,53,59,2000000
Vijayawada,Education,Tuition Center,75,47,3600000
Raipur,Tourism,Tour Guide Service,57,43,1900000
Allahabad,Food,Bakery,94,21,1200000
Delhi,Fitness,Dance Studio,88,61,2000000
Thane,Tech,Software Startup,67,69,900000
Coimbatore,Tourism,Guest House,92,64,2700000
Vijayawada,Education,Coaching Institute,95,63,800000
Howrah,Education,Coaching Institute,67,34,4400000
Nashik,Food,Cloud Kitchen,59,39,1000000
Kanpur,Retail,Bookstore,52,61,1500000
Navi Mumbai,Fitness,Dance Studio,53,36,4500000
Kolkata,Education,Coaching Institute,84,41,500000
Thane,Tourism,Tour Guide Service,62,78,4600000
Mumbai,Fitness,Dance Studio,63,52,2200000
Hyderabad,Food,Cloud Kitchen,72,29,2300000
Raipur,Healthcare,Diagnostic Center,72,49,2900000
Ahmedabad,Healthcare,Diagnostic Center,74,29,1800000
Navi Mumbai,Education,Coaching Institute,79,74,4500000
Delhi,Retail,Grocery Store,59,54,1500000
Mumbai,Healthcare,Pharmacy,94,26,2100000
Kolkata,Tech,Mobile Repair,91,37,1500000
Bhopal,Retail,Grocery Store,84,72,3000000
Solapur,Food,Restaurant,92,66,4600000
Rajkot,Healthcare,Diagnostic Center,51,45,3100000
Navi Mumbai,Tourism,Tour Guide Service,96,74,5000000
Chennai,Fitness,Gym,92,36,2100000
Kolkata,Healthcare,Clinic,75,35,4000000
Visakhapatnam,Healthcare,Diagnostic Center,61,56,3400000
Jaipur,Education,Coaching Institute,56,64,4100000
Navi Mumbai,Tourism,Tour Guide Service,95,71,2300000
Kolkata,Healthcare,Clinic,76,74,3300000
Hyderabad,Education,Online Course,85,21,2600000
Hyderabad,Tech,Mobile Repair,85,49,4900000
Kanpur,Tech,Mobile Repair,92,73,3300000
Nagpur,Fitness,Dance Studio,85,28,4300000
Bangalore,Education,Coaching Institute,96,34,2400000
Aurangabad,Fitness,Yoga Studio,67,24,2400000
Srinagar,Retail,Clothing Boutique,71,77,800000
Jaipur,Tech,Mobile Repair,91,28,4600000
Ludhiana,Fitness,Dance Studio,91,49,3500000
Aurangabad,Food,Cloud Kitchen,80,38,3500000
Patna,Tech,Electronics Store,59,21,600000
Kanpur,Food,Restaurant,65,35,5000000
Mumbai,Tourism,Tour Guide Service,73,20,1500000
Faridabad,Fitness,Dance Studio,75,66,1600000
Delhi,Food,Bakery,77,51,500000
Srinagar,Healthcare,Pharmacy,56,21,4600000
Madurai,Fitness,Dance Studio,75,30,4400000
Bangalore,Retail,Clothing Boutique,52,31,700000
Dhanbad,Food,Cafe,51,68,2000000
Mumbai,Education,Coaching Institute,69,57,3200000
Howrah,Healthcare,Pharmacy,91,59,3700000
Vasai,Food,Cafe,91,66,4100000
Srinagar,Healthcare,Pharmacy,69,69,4700000
Bangalore,Tech,Software Startup,74,21,1600000
Kanpur,Fitness,Yoga Studio,58,29,3600000
Jabalpur,Fitness,Dance Studio,51,20,4000000
Chennai,Retail,Grocery Store,80,76,1800000
Thane,Tourism,Travel Agency,77,39,4300000
Ludhiana,Tech,Software Startup,63,56,2200000
Hyderabad,Tech,Software Startup,61,41,1000000
Navi Mumbai,Fitness,Yoga Studio,63,35,4000000
Kalyan,Food,Cloud Kitchen,85,39,2200000
Rajkot,Tourism,Travel Agency,65,78,900000
Aurangabad,Retail,Grocery Store,88,50,1800000
Navi Mumbai,Food,Cloud Kitchen,72,33,1100000
Hyderabad,Tourism,Travel Agency,90,73,4800000
Srinagar,Healthcare,Diagnostic Center,72,59,1800000
Bangalore,Food,Cloud Kitchen,80,54,2100000
Faridabad,Education,Coaching Institute,72,51,4400000
Kota,Fitness,Dance Studio,54,28,3300000
Bangalore,Food,Bakery,71,21,4900000
Mysore,Retail,Clothing Boutique,57,74,500000
Lucknow,Tourism,Tour Guide Service,88,66,2800000
Thane,Education,Coaching Institute,65,54,2400000
Rajkot,Food,Bakery,96,20,2100000
Ghaziabad,Fitness,Yoga Studio,57,48,3700000
Varanasi,Retail,Clothing Boutique,76,63,1600000
Meerut,Fitness,Gym,88,23,2300000
Allahabad,Healthcare,Diagnostic Center,62,32,2600000
Lucknow,Tourism,Travel Agency,94,41,4700000
Chennai,Fitness,Yoga Studio,75,67,3000000
Lucknow,Healthcare,Clinic,69,75,2300000
Vijayawada,Retail,Bookstore,80,74,1800000
Delhi,Tech,Electronics Store,60,57,3800000
Ghaziabad,Education,Coaching Institute,87,68,4600000
Ahmedabad,Retail,Bookstore,96,75,1100000
Varanasi,Healthcare,Clinic,61,45,4200000
Faridabad,Retail,Bookstore,86,65,2800000
Chandigarh,Healthcare,Clinic,53,30,3600000
Ranchi,Education,Coaching Institute,60,47,4500000
Pune,Tourism,Guest House,77,62,3000000
Gwalior,Healthcare,Diagnostic Center,82,55,1800000
